body_type,daysonmarket,fuel_type,has_accidents,highway_fuel_economy,horsepower,is_new,make_name,mileage,price,seller_rating,year
SUV / Crossover,104,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,27821.0,3.4477611940298507,2020
Minivan,181,Gasoline,False,24.0,276.0,False,Kia,19714.0,24403.0,3.647058823529412,2018
SUV / Crossover,59,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29903.0,3.4477611940298507,2020
Sedan,13,Gasoline,False,34.0,185.0,False,Kia,25283.0,16528.0,3.555555555555556,2017
SUV / Crossover,6,Gasoline,False,33.0,148.0,False,Subaru,34442.0,16897.0,3.555555555555556,2014
SUV / Crossover,271,Gasoline,,26.0,181.0,True,Kia,45.0,28000.0,3.555555555555556,2020
SUV / Crossover,3,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,27993.0,3.4477611940298507,2020
SUV / Crossover,259,Gasoline,,25.0,295.0,True,Dodge,16.0,38629.0,4.377777777777778,2020
SUV / Crossover,19,Gasoline,,25.0,295.0,True,Jeep,14.0,43085.0,4.377777777777778,2020
Pickup Truck,40,Gasoline,,22.0,410.0,True,RAM,0.0,38556.0,4.377777777777778,2020
SUV / Crossover,96,Gasoline,False,33.0,147.0,False,Kia,9368.0,18494.0,3.555555555555556,2020
SUV / Crossover,97,Gasoline,,26.0,181.0,True,Kia,15.0,28490.0,3.555555555555556,2020
Wagon,55,Gasoline,False,30.0,170.0,False,Volkswagen,18948.0,21512.0,3.555555555555556,2017
Sedan,28,Gasoline,,32.0,237.0,True,Cadillac,47846.74954561977,37199.0,3.4477611940298507,2020
SUV / Crossover,48,Gasoline,False,23.0,200.0,False,Volkswagen,40351.0,18879.0,3.555555555555556,2017
SUV / Crossover,10,Gasoline,,25.0,240.0,True,Jeep,0.0,43268.0,4.377777777777778,2020
SUV / Crossover,270,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29906.0,3.4477611940298507,2020
SUV / Crossover,61,Gasoline,False,25.0,295.0,False,Jeep,49655.0,24503.0,3.555555555555556,2017
SUV / Crossover,269,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29906.0,3.4477611940298507,2020
SUV / Crossover,63,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,28293.0,3.4477611940298507,2020
SUV / Crossover,7,Gasoline,False,24.0,250.0,False,Honda,67881.0,22143.0,3.647058823529412,2015
Sedan,69,Gasoline,False,32.0,185.0,False,Kia,23767.0,17140.0,3.555555555555556,2018
Pickup Truck,18,Gasoline,,24.0,308.0,True,Chevrolet,47846.74954561977,37415.0,3.4477611940298507,2021
Sedan,18,Gasoline,False,33.0,147.0,False,Kia,21618.0,13397.0,3.555555555555556,2017
Sedan,20,Gasoline,False,33.0,147.0,False,Kia,21687.0,15170.0,3.555555555555556,2017
SUV / Crossover,327,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,28462.0,3.4477611940298507,2020
Sedan,13,Gasoline,False,37.0,147.0,False,Kia,27285.0,13687.0,3.555555555555556,2018
Coupe,38,Gasoline,,23.0,485.0,True,Dodge,0.0,55770.0,4.377777777777778,2020
Sedan,52,Gasoline,,32.0,237.0,True,Cadillac,47846.74954561977,37818.0,3.4477611940298507,2020
SUV / Crossover,13,Gasoline,False,25.0,185.0,False,Kia,22924.0,21874.0,3.555555555555556,2018
Sedan,0,Gasoline,False,39.0,140.0,False,Honda,40083.0,10987.0,3.555555555555556,2012
SUV / Crossover,12,Gasoline,,25.0,240.0,True,Jeep,0.0,43482.0,4.377777777777778,2020
SUV / Crossover,262,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29906.0,3.4477611940298507,2020
SUV / Crossover,262,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29906.0,3.4477611940298507,2020
SUV / Crossover,46,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,28462.0,3.4477611940298507,2020
Sedan,200,Gasoline,,31.0,237.0,True,Cadillac,47846.74954561977,40357.0,3.4477611940298507,2020
SUV / Crossover,221,Gasoline,,25.0,241.60205479452054,True,Jeep,19.0,43861.0,4.377777777777778,2020
Minivan,30,Gasoline,False,27.0,296.0,False,Toyota,25671.0,25407.0,3.647058823529412,2017
SUV / Crossover,13,Gasoline,False,25.0,185.0,False,Kia,34113.0,20000.0,3.555555555555556,2017
SUV / Crossover,186,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,28509.0,3.4477611940298507,2020
SUV / Crossover,27,Gasoline,False,26.0,185.0,False,Kia,12316.0,24577.0,3.555555555555556,2019
Pickup Truck,13,Flex Fuel Vehicle,False,21.0,385.0,False,Ford,53690.0,31802.0,3.647058823529412,2016
SUV / Crossover,237,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29906.0,3.4477611940298507,2020
SUV / Crossover,7,Gasoline,,22.0,360.0,True,Dodge,0.0,43889.0,4.377777777777778,2020
Sedan,69,Gasoline,False,40.0,147.0,False,Kia,6643.0,19754.0,3.647058823529412,2020
SUV / Crossover,236,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29906.0,3.4477611940298507,2020
SUV / Crossover,28,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29095.0,3.4477611940298507,2020
SUV / Crossover,6,Gasoline,True,32.0,170.0,False,Nissan,22042.0,18059.0,3.555555555555556,2017
SUV / Crossover,6,Gasoline,False,26.0,185.0,False,Kia,36031.0,22911.0,3.555555555555556,2019
Minivan,25,Gasoline,False,25.0,283.0,False,Volkswagen,68601.0,10990.0,3.647058823529412,2011
Sedan,56,Gasoline,False,30.0,300.0,False,BMW,68403.0,18908.0,3.647058823529412,2012
Wagon,20,Gasoline,False,30.0,130.0,False,Kia,11531.0,15973.0,3.555555555555556,2018
SUV / Crossover,4,Gasoline,,22.0,360.0,True,Dodge,0.0,43889.0,4.377777777777778,2020
Pickup Truck,364,Gasoline,,21.0,395.0,True,RAM,60.0,45143.0,4.377777777777778,2020
SUV / Crossover,136,Gasoline,,27.0,310.0,True,Chevrolet,47846.74954561977,29252.0,3.4477611940298507,2020
Pickup Truck,24,Gasoline,,21.0,395.0,True,RAM,14.0,45298.0,4.377777777777778,2020
SUV / Crossover,230,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29906.0,3.4477611940298507,2020
Sedan,18,Gasoline,False,34.0,147.0,False,Kia,26835.0,13500.0,3.555555555555556,2017
SUV / Crossover,4,Gasoline,,22.0,360.0,True,Dodge,0.0,43889.0,4.377777777777778,2020
Wagon,83,Gasoline,False,23.0,150.0,False,Chrysler,145244.0,2250.0,4.916666666666667,2002
Pickup Truck,10,Gasoline,,22.0,355.0,True,Chevrolet,47.0,40198.0,3.4477611940298507,2020
Sedan,23,Gasoline,True,30.0,144.0,False,Ford,157000.0,1999.0,4.916666666666667,2004
SUV / Crossover,13,Gasoline,False,23.0,290.0,False,Kia,28268.0,23987.0,3.555555555555556,2018
Wagon,82,Gasoline,True,26.0,170.0,False,Subaru,132741.0,3855.0,4.916666666666667,2009
SUV / Crossover,217,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29906.0,3.4477611940298507,2020
Sedan,48,Gasoline,True,35.0,198.0,False,Hyundai,87689.0,5875.0,4.916666666666667,2013
SUV / Crossover,42,Gasoline,,27.0,310.0,True,Chevrolet,47846.74954561977,29252.0,3.4477611940298507,2020
Wagon,20,Gasoline,False,31.0,130.0,False,Kia,23199.0,16706.0,3.555555555555556,2019
Sedan,27,Gasoline,True,33.0,241.60205479452054,False,Acura,186871.0,2500.0,4.916666666666667,2005
SUV / Crossover,24,Gasoline,True,18.0,210.0,False,Jeep,150924.0,2500.0,4.916666666666667,2002
Sedan,183,Gasoline,True,26.0,220.0,False,Saab,161329.0,2500.0,4.916666666666667,2004
Sedan,5,Gasoline,True,27.0,210.0,False,Toyota,203870.0,2500.0,4.916666666666667,2003
SUV / Crossover,27,Gasoline,False,24.0,291.0,False,Hyundai,10216.0,49087.0,3.555555555555556,2020
SUV / Crossover,31,Gasoline,,27.0,310.0,True,Chevrolet,47846.74954561977,29252.0,3.4477611940298507,2020
SUV / Crossover,24,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29951.0,3.4477611940298507,2020
SUV / Crossover,103,Gasoline,False,22.0,265.0,False,Ford,123300.0,5999.0,4.916666666666667,2009
Sedan,21,Gasoline,False,24.0,192.0,False,Jaguar,100078.0,2999.0,4.916666666666667,2003
SUV / Crossover,399,Gasoline,,22.0,260.0,True,Jeep,22.0,45499.0,4.377777777777778,2020
Pickup Truck,19,Gasoline,,22.0,355.0,True,Chevrolet,47846.74954561977,40398.0,3.4477611940298507,2020
Sedan,94,Gasoline,,24.0,485.0,True,Dodge,22.0,44337.0,4.377777777777778,2020
SUV / Crossover,5,Gasoline,,25.0,295.0,True,Jeep,0.0,44262.0,4.377777777777778,2020
Sedan,22,Gasoline,False,22.0,290.0,False,Jaguar,54000.0,6999.0,4.916666666666667,1999
Sedan,19,Gasoline,True,27.0,210.0,False,Lexus,138871.0,2455.0,4.916666666666667,2002
SUV / Crossover,29,Gasoline,,25.0,240.0,True,Jeep,16.0,45302.0,4.377777777777778,2020
SUV / Crossover,3,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,30075.0,3.4477611940298507,2020
Pickup Truck,19,Gasoline,,21.0,395.0,True,RAM,0.0,56364.0,4.377777777777778,2020
Sedan,27,Gasoline,True,32.0,175.0,False,Nissan,105635.0,3999.0,4.916666666666667,2010
SUV / Crossover,26,Gasoline,,27.0,310.0,True,Chevrolet,47846.74954561977,29252.0,3.4477611940298507,2020
Sedan,210,Gasoline,False,33.0,454.0,False,BMW,60303.0,43995.0,3.3461538461538463,2018
Sedan,26,Gasoline,False,38.0,182.0,False,Nissan,84528.0,8999.0,4.916666666666667,2015
SUV / Crossover,186,Gasoline,False,28.0,240.0,False,BMW,42570.0,20295.0,3.3461538461538463,2017
SUV / Crossover,4,Gasoline,,26.0,285.0,True,Jeep,0.0,45649.0,4.377777777777778,2021
SUV / Crossover,5,Gasoline,,26.0,270.0,True,Jeep,0.0,44545.0,4.377777777777778,2021
SUV / Crossover,51,Gasoline,False,20.0,200.0,False,Ford,196366.0,1999.0,4.916666666666667,2005
Sedan,67,Gasoline,False,29.0,241.0,False,Mercedes-Benz,51725.0,22395.0,3.3461538461538463,2017
Sedan,195,Gasoline,,31.0,237.0,True,Cadillac,47846.74954561977,40976.0,3.4477611940298507,2020
Pickup Truck,5,Gasoline,,22.0,241.60205479452054,True,Jeep,0.0,46409.0,4.377777777777778,2021
SUV / Crossover,45,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,30510.0,3.4477611940298507,2020
Sedan,222,Gasoline,True,29.0,241.0,False,Mercedes-Benz,35409.0,25395.0,3.3461538461538463,2017
Sedan,301,Gasoline,False,33.0,248.0,False,BMW,40759.0,17695.0,3.3461538461538463,2017
SUV / Crossover,26,Gasoline,,27.0,310.0,True,Chevrolet,47846.74954561977,29252.0,3.4477611940298507,2020
Sedan,28,Gasoline,False,31.0,165.0,False,Volvo,152600.0,3999.0,4.916666666666667,2009
SUV / Crossover,67,Gasoline,False,26.0,208.0,False,Mercedes-Benz,35177.0,20795.0,3.3461538461538463,2018
Sedan,49,Gasoline,True,30.0,158.0,False,Toyota,171196.0,4500.0,4.916666666666667,2007
SUV / Crossover,42,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,30678.0,3.4477611940298507,2020
Sedan,181,Gasoline,False,25.0,445.0,False,BMW,50342.0,37495.0,3.3461538461538463,2018
SUV / Crossover,12,Gasoline,,22.0,360.0,True,Dodge,0.0,44929.0,4.377777777777778,2020
Pickup Truck,39,Gasoline,,21.0,395.0,True,RAM,13.0,56904.0,4.377777777777778,2020
Sedan,100,Gasoline,True,34.0,241.0,False,Mercedes-Benz,44190.0,19295.0,3.3461538461538463,2017
Sedan,55,Gasoline,False,35.0,130.0,False,Toyota,212741.0,2987.0,4.916666666666667,2005
Sedan,42,Gasoline,True,33.0,274.0,False,Hyundai,202710.0,3855.0,4.916666666666667,2011
Sedan,170,Gasoline,,31.0,237.0,True,Cadillac,47846.74954561977,40976.0,3.4477611940298507,2020
SUV / Crossover,12,Gasoline,,25.0,295.0,True,Jeep,0.0,46257.0,4.377777777777778,2020
Sedan,50,Gasoline,True,37.0,179.0,False,Nissan,26657.0,15495.0,3.3461538461538463,2018
Convertible,49,Gasoline,False,29.0,329.0,False,Mercedes-Benz,38370.0,32995.0,3.3461538461538463,2017
SUV / Crossover,252,Gasoline,False,22.0,302.0,False,Mercedes-Benz,47884.0,27395.0,3.3461538461538463,2018
SUV / Crossover,24,Gasoline,,27.0,310.0,True,Chevrolet,47846.74954561977,29252.0,3.4477611940298507,2020
Sedan,68,Gasoline,True,40.0,158.0,False,Honda,33887.0,14995.0,3.3461538461538463,2018
Pickup Truck,13,Gasoline,,22.0,355.0,True,Chevrolet,47846.74954561977,40745.0,3.4477611940298507,2020
Sedan,20,Gasoline,False,36.0,140.0,False,Honda,125799.0,4500.0,4.916666666666667,2006
SUV / Crossover,70,Gasoline,,25.0,310.0,True,Chevrolet,47846.74954561977,31112.0,3.4477611940298507,2020
Pickup Truck,20,Gasoline,False,19.0,207.0,False,Ford,168206.0,6999.0,4.916666666666667,2011
Sedan,151,Gasoline,False,28.0,302.0,False,Mercedes-Benz,36859.0,19295.0,3.3461538461538463,2016
SUV / Crossover,24,Gasoline,,27.0,310.0,True,Chevrolet,47846.74954561977,29252.0,3.4477611940298507,2020
SUV / Crossover,292,Gasoline,True,28.0,240.0,False,BMW,51291.0,19495.0,3.3461538461538463,2017
SUV / Crossover,78,Gasoline,True,28.0,241.0,False,Mercedes-Benz,60177.0,24795.0,3.3461538461538463,2017
SUV / Crossover,7,Gasoline,,25.0,240.0,True,Jeep,0.0,46432.0,4.377777777777778,2020
SUV / Crossover,62,Gasoline,,25.0,310.0,True,Chevrolet,47846.74954561977,31112.0,3.4477611940298507,2020
SUV / Crossover,4,Gasoline,,25.0,308.0,True,Chevrolet,47846.74954561977,41114.0,3.4477611940298507,2020
Sedan,235,Gasoline,False,28.0,315.0,False,BMW,62237.0,27895.0,3.3461538461538463,2017
SUV / Crossover,22,Gasoline,False,23.0,276.0,False,Volkswagen,9310.0,27495.0,3.3461538461538463,2018
Coupe,124,Gasoline,False,31.0,248.0,False,BMW,11788.0,34995.0,3.3461538461538463,2020
Coupe,71,Gasoline,False,31.0,160.0,False,Honda,140955.0,3455.0,4.916666666666667,2005
SUV / Crossover,26,Gasoline,,28.0,237.0,True,Cadillac,47846.74954561977,41559.0,3.4477611940298507,2020
Sedan,39,Gasoline,False,35.0,138.0,False,Chevrolet,47591.0,6999.0,4.916666666666667,2012
SUV / Crossover,94,Gasoline,,22.0,360.0,True,Jeep,14.0,57993.0,4.377777777777778,2020
SUV / Crossover,181,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29262.0,3.4477611940298507,2020
SUV / Crossover,93,Gasoline,True,26.0,208.0,False,Mercedes-Benz,52069.0,19995.0,3.3461538461538463,2017
Sedan,167,Gasoline,False,29.0,335.0,False,BMW,50958.0,28495.0,3.3461538461538463,2017
Pickup Truck,5,Gasoline,,22.0,241.60205479452054,True,Jeep,0.0,58127.0,4.377777777777778,2021
Coupe,41,Gasoline,True,26.0,162.0,False,Mitsubishi,172889.0,1999.0,4.916666666666667,2006
Pickup Truck,285,Gasoline,,22.0,285.0,True,Jeep,12.0,46499.0,4.377777777777778,2020
SUV / Crossover,7,Gasoline,,25.0,295.0,True,Jeep,0.0,46470.0,4.377777777777778,2020
SUV / Crossover,59,Gasoline,,25.0,308.0,True,Chevrolet,47846.74954561977,41725.0,3.4477611940298507,2020
Sedan,158,Gasoline,False,31.0,320.0,False,BMW,41681.0,24595.0,3.3461538461538463,2017
SUV / Crossover,143,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29262.0,3.4477611940298507,2020
Sedan,221,Gasoline,False,29.0,241.0,False,Mercedes-Benz,50812.0,25695.0,3.3461538461538463,2018
Coupe,214,Gasoline,False,26.0,425.0,False,BMW,50650.0,40495.0,3.3461538461538463,2017
Sedan,12,Gasoline,True,22.0,360.0,False,BMW,126072.0,6999.0,4.916666666666667,2008
SUV / Crossover,41,Gasoline,,25.0,310.0,True,Chevrolet,47846.74954561977,31112.0,3.4477611940298507,2020
SUV / Crossover,35,Gasoline,True,24.0,300.0,False,BMW,52013.0,31495.0,3.3461538461538463,2017
SUV / Crossover,187,Gasoline,True,22.0,362.0,False,Mercedes-Benz,53330.0,31395.0,3.3461538461538463,2017
SUV / Crossover,34,Gasoline,,25.0,310.0,True,Chevrolet,47846.74954561977,31112.0,3.4477611940298507,2020
Hatchback,99,Gasoline,True,36.0,241.60205479452054,False,Subaru,274784.0,1500.0,4.916666666666667,2007
SUV / Crossover,49,Gasoline,True,20.0,210.0,False,Jeep,144247.0,3500.0,4.916666666666667,2005
SUV / Crossover,143,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29262.0,3.4477611940298507,2020
Sedan,249,Gasoline,False,31.0,241.0,False,Mercedes-Benz,45997.0,20195.0,3.3461538461538463,2017
SUV / Crossover,202,Gasoline,,30.0,237.0,True,Cadillac,47846.74954561977,44421.0,3.4477611940298507,2020
SUV / Crossover,55,Gasoline,True,27.0,290.0,False,Acura,93584.0,15495.0,3.3461538461538463,2015
Sedan,20,Gasoline,False,25.0,197.0,False,Buick,124989.0,3999.0,4.916666666666667,2008
Sedan,30,Gasoline,False,31.0,177.0,False,Honda,143896.0,6500.0,4.916666666666667,2010
SUV / Crossover,104,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29571.0,3.4477611940298507,2020
SUV / Crossover,349,Gasoline,False,22.0,362.0,False,Mercedes-Benz,57325.0,32495.0,3.3461538461538463,2017
Sedan,109,Gasoline,True,33.0,241.60205479452054,False,Mercedes-Benz,36442.0,47995.0,3.3461538461538463,2016
SUV / Crossover,18,Gasoline,False,26.0,290.0,False,Acura,36764.0,30495.0,3.3461538461538463,2019
SUV / Crossover,29,Gasoline,,22.0,360.0,True,Dodge,19.0,46830.0,4.377777777777778,2020
Convertible,21,Gasoline,False,24.0,287.0,False,Nissan,94000.0,7999.0,4.916666666666667,2004
Sedan,105,Gasoline,False,31.0,241.0,False,Mercedes-Benz,31889.0,19995.0,3.3461538461538463,2017
SUV / Crossover,182,Gasoline,,26.0,237.0,True,Cadillac,47846.74954561977,45259.0,3.4477611940298507,2020
SUV / Crossover,31,Gasoline,,25.0,310.0,True,Chevrolet,47846.74954561977,31112.0,3.4477611940298507,2020
Sedan,61,Gasoline,False,38.0,182.0,False,Nissan,75714.0,9999.0,4.916666666666667,2015
SUV / Crossover,104,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29571.0,3.4477611940298507,2020
Sedan,106,Gasoline,True,31.0,241.0,False,Mercedes-Benz,41747.0,19895.0,3.3461538461538463,2017
Sedan,112,Gasoline,False,23.0,275.0,False,Cadillac,119282.0,4999.0,4.916666666666667,2008
Sedan,104,Gasoline,False,33.0,248.0,False,BMW,67753.0,23995.0,3.3461538461538463,2017
SUV / Crossover,26,Gasoline,,25.0,310.0,True,Chevrolet,47846.74954561977,31112.0,3.4477611940298507,2020
Sedan,42,Gasoline,False,29.0,241.0,False,Mercedes-Benz,51197.0,29995.0,3.3461538461538463,2018
SUV / Crossover,111,Gasoline,False,24.0,300.0,False,BMW,53250.0,27495.0,3.3461538461538463,2017
Van,42,Gasoline,False,23.0,208.0,False,Mercedes-Benz,60035.0,18495.0,3.3461538461538463,2016
Sedan,25,Flex Fuel Vehicle,True,23.0,168.0,False,Mercedes-Benz,181526.0,2999.0,4.916666666666667,2005
Sedan,54,Gasoline,,28.0,310.0,True,Cadillac,47846.74954561977,45763.0,3.4477611940298507,2020
SUV / Crossover,234,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,29736.0,3.4477611940298507,2020
SUV / Crossover,221,Gasoline,False,22.0,302.0,False,Mercedes-Benz,40704.0,25695.0,3.3461538461538463,2017
Pickup Truck,20,Diesel,,22.0,370.0,True,RAM,0.0,58748.0,4.377777777777778,2020
SUV / Crossover,53,Gasoline,,22.0,270.0,True,Jeep,23.0,47138.0,4.377777777777778,2020
Sedan,27,Gasoline,True,38.0,138.0,False,Chevrolet,79300.0,8399.0,4.916666666666667,2014
Sedan,55,Gasoline,False,33.0,404.0,False,Maserati,9744.0,36995.0,3.3461538461538463,2017
Pickup Truck,54,Gasoline,,21.0,395.0,True,RAM,18.0,57594.0,4.377777777777778,2020
Pickup Truck,56,Diesel,,29.0,277.0,True,Chevrolet,47846.74954561977,43669.0,3.4477611940298507,2020
SUV / Crossover,509,Gasoline,False,24.0,300.0,False,BMW,44741.0,33495.0,3.3461538461538463,2017
Coupe,55,Gasoline,True,31.0,166.0,False,Honda,237616.0,1999.0,4.916666666666667,2006
Sedan,64,Gasoline,False,31.0,241.0,False,Mercedes-Benz,36507.0,21695.0,3.3461538461538463,2017
Sedan,22,Gasoline,True,42.0,174.0,False,Honda,56768.0,13995.0,3.3461538461538463,2016
SUV / Crossover,255,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,31348.0,3.4477611940298507,2020
Sedan,5,Gasoline,False,23.0,220.0,False,Mercury,118570.0,3500.0,4.916666666666667,2001
Sedan,47,Gasoline,,28.0,310.0,True,Cadillac,47846.74954561977,45763.0,3.4477611940298507,2020
SUV / Crossover,24,Gasoline,,25.0,310.0,True,Chevrolet,47846.74954561977,31112.0,3.4477611940298507,2020
SUV / Crossover,6,Gasoline,,25.0,310.0,True,Cadillac,47846.74954561977,52021.0,3.4477611940298507,2020
Pickup Truck,364,Gasoline,,22.0,285.0,True,Jeep,1.0,47185.0,4.377777777777778,2020
SUV / Crossover,354,Gasoline,,25.0,310.0,True,Cadillac,47846.74954561977,52776.0,3.4477611940298507,2020
Hatchback,20,Gasoline,True,37.0,118.0,False,MINI,93021.0,5999.0,4.916666666666667,2010
Sedan,103,Gasoline,False,33.0,248.0,False,BMW,45737.0,17995.0,3.3461538461538463,2017
Sedan,71,Gasoline,False,29.0,335.0,False,BMW,57935.0,31995.0,3.3461538461538463,2018
Sedan,181,Gasoline,False,32.0,320.0,False,BMW,61160.0,23495.0,3.3461538461538463,2017
SUV / Crossover,28,Gasoline,True,27.0,241.0,False,Mercedes-Benz,55778.0,31495.0,3.3461538461538463,2017
Convertible,22,Gasoline,False,20.0,340.0,False,Audi,33980.0,13990.0,4.916666666666667,2005
Sedan,242,Gasoline,,31.0,237.0,True,Cadillac,47846.74954561977,45817.0,3.4477611940298507,2020
Sedan,410,Gasoline,False,31.0,241.0,False,Mercedes-Benz,45781.0,18595.0,3.3461538461538463,2017
Sedan,120,Gasoline,False,33.0,208.0,False,Mercedes-Benz,34905.0,19895.0,3.3461538461538463,2017
SUV / Crossover,356,Gasoline,,24.0,310.0,True,Cadillac,47846.74954561977,53430.0,3.4477611940298507,2020
SUV / Crossover,6,Gasoline,,29.0,237.0,True,Cadillac,47846.74954561977,45837.0,3.4477611940298507,2020
Pickup Truck,20,Gasoline,False,17.0,207.0,False,Ford,106495.0,6439.0,4.916666666666667,2001
SUV / Crossover,227,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,31348.0,3.4477611940298507,2020
SUV / Crossover,369,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,31360.0,3.4477611940298507,2020
SUV / Crossover,77,Gasoline,True,17.0,335.0,False,Dodge,162577.0,5500.0,4.916666666666667,2008
Sedan,236,Gasoline,,31.0,237.0,True,Cadillac,47846.74954561977,53158.0,3.4477611940298507,2020
Hatchback,52,Gasoline,False,28.0,200.0,False,Chevrolet,222307.0,1500.0,4.916666666666667,2005
SUV / Crossover,173,Gasoline,,29.0,237.0,True,Cadillac,47846.74954561977,46302.0,3.4477611940298507,2020
Sedan,86,Gasoline,False,30.0,241.0,False,Mercedes-Benz,30510.0,27495.0,3.3461538461538463,2017
Sedan,260,Gasoline,False,29.0,241.0,False,Mercedes-Benz,35927.0,27495.0,3.3461538461538463,2017
SUV / Crossover,14,Gasoline,,24.0,310.0,True,Cadillac,47846.74954561977,53430.0,3.4477611940298507,2020
Sedan,124,Gasoline,False,33.0,248.0,False,BMW,53962.0,16995.0,3.3461538461538463,2017
SUV / Crossover,136,Gasoline,,29.0,237.0,True,Cadillac,47846.74954561977,46302.0,3.4477611940298507,2020
Sedan,40,Gasoline,True,25.0,170.0,False,Hyundai,86352.0,1999.0,4.916666666666667,2005
Sedan,12,Gasoline,True,25.0,456.0,False,BMW,48667.0,43995.0,3.3461538461538463,2018
Coupe,45,Gasoline,True,34.0,127.0,False,Honda,175418.0,1999.0,4.916666666666667,2003
Pickup Truck,20,Diesel,,22.0,370.0,True,RAM,0.0,58921.0,4.377777777777778,2020
Sedan,67,Gasoline,False,32.0,241.0,False,Mercedes-Benz,47947.0,20695.0,3.3461538461538463,2018
SUV / Crossover,20,Gasoline,,24.0,310.0,True,Cadillac,47846.74954561977,53979.0,3.4477611940298507,2020
SUV / Crossover,5,Gasoline,,25.0,295.0,True,Jeep,0.0,47772.0,4.377777777777778,2020
SUV / Crossover,68,Gasoline,,24.0,310.0,True,Cadillac,47846.74954561977,54116.0,3.4477611940298507,2020
Sedan,70,Gasoline,False,33.0,248.0,False,BMW,23131.0,28495.0,3.3461538461538463,2018
SUV / Crossover,55,Gasoline,,25.0,308.0,True,Chevrolet,47846.74954561977,46509.0,3.4477611940298507,2020
SUV / Crossover,292,Gasoline,True,24.0,300.0,False,BMW,57606.0,25495.0,3.3461538461538463,2017
SUV / Crossover,360,Gasoline,,26.0,170.0,True,Chevrolet,47846.74954561977,32000.0,3.4477611940298507,2020
Coupe,20,Gasoline,,29.0,335.0,True,Chevrolet,47846.74954561977,31695.0,3.4477611940298507,2020
Pickup Truck,26,Gasoline,,21.0,395.0,True,RAM,19.0,46714.0,4.377777777777778,2020
Sedan,22,Gasoline,False,25.0,445.0,False,BMW,39696.0,46995.0,3.3461538461538463,2018
SUV / Crossover,170,Gasoline,,29.0,237.0,True,Cadillac,47846.74954561977,46896.0,3.4477611940298507,2020
SUV / Crossover,249,Gasoline,True,22.0,362.0,False,Mercedes-Benz,52939.0,29995.0,3.3461538461538463,2017
SUV / Crossover,67,Gasoline,True,27.0,241.0,False,Mercedes-Benz,39396.0,35395.0,3.3461538461538463,2018
SUV / Crossover,20,Gasoline,,24.0,310.0,True,Cadillac,47846.74954561977,54162.0,3.4477611940298507,2020
SUV / Crossover,91,Gasoline,True,26.0,208.0,False,Mercedes-Benz,37355.0,20995.0,3.3461538461538463,2017
SUV / Crossover,63,Gasoline,False,22.0,362.0,False,Mercedes-Benz,57549.0,33995.0,3.3461538461538463,2017
SUV / Crossover,20,Gasoline,,24.0,310.0,True,Cadillac,47846.74954561977,54162.0,3.4477611940298507,2020
Pickup Truck,20,Gasoline,,22.0,285.0,True,Jeep,0.0,48476.0,4.377777777777778,2020
Sedan,26,Gasoline,,28.0,310.0,True,Cadillac,47846.74954561977,46901.0,3.4477611940298507,2020
SUV / Crossover,59,Gasoline,,27.0,230.0,True,Chevrolet,47846.74954561977,32490.0,3.4477611940298507,2020
SUV / Crossover,41,Gasoline,,24.0,310.0,True,Cadillac,47846.74954561977,54276.0,3.4477611940298507,2020
Sedan,45,Gasoline,False,36.0,185.0,False,Honda,27450.0,14380.0,4.764705882352941,2017
Sedan,378,Gasoline,False,33.0,241.60205479452054,False,BMW,64855.0,20595.0,3.3461538461538463,2016
Sedan,172,Diesel,False,40.0,140.0,False,Volkswagen,34123.0,11350.0,4.764705882352941,2014
